Ref,Qty,Value,Footprint,Manufacturer,MPN,Distributor,DistributorPN,Package,Description,DNP,Notes
C3007,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3008,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3009,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3010,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3011,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3012,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3013,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3014,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3015,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3016,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3017,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3018,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3019,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3020,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3021,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3022,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3023,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3024,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3025,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3026,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3027,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3028,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3029,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3030,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3031,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3032,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3033,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3034,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3035,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3036,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3037,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3038,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3039,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3040,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3041,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3042,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3043,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3044,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3045,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3046,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3047,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3048,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3049,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3050,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3051,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3052,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3053,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3054,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3055,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3056,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3057,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3058,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3059,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3060,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3061,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3062,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3063,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3064,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3065,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3066,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3067,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3068,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3069,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3070,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3071,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3072,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3073,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3074,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3075,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3076,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3077,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3078,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3079,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3080,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3081,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3082,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3083,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3084,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3085,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3086,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3087,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3088,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3089,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3090,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3091,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3092,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3093,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3094,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3095,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3096,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3097,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3098,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3099,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3100,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3101,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3102,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3103,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3104,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3105,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3106,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3107,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3108,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3109,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3110,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3111,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3112,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3113,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3114,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3115,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3116,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3117,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3118,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3119,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3120,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3121,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3122,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3123,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
